NAME	TITLE	SCORE	
TENT2	TENT2	0.042416453	
ABCG2	ABCG2	0.042411193	
PAPOLA	PAPOLA	0.04237365	
MRPL50	MRPL50	0.042315405	
AC110048.2	AC110048.2	0.042300012	
FBXL17	FBXL17	0.042282958	
SPG7	SPG7	0.04225845	
MFAP5	MFAP5	0.042237375	
MMP14	MMP14	0.042235035	
MROH7	MROH7	0.04220006	
RP2	RP2	0.042199172	
PPM1D	PPM1D	0.04212951	
COL1A1	COL1A1	0.0421281	
WASHC1	WASHC1	0.0421278	
UBAP2	UBAP2	0.042118933	
DBT	DBT	0.04211592	
UBIAD1	UBIAD1	0.04209732	
DPYSL2	DPYSL2	0.0420914	
KRTCAP2	KRTCAP2	0.042086504	
CEP135	CEP135	0.042084765	
AGA	AGA	0.042081222	
FCHSD2	FCHSD2	0.042069044	
SUMF1	SUMF1	0.042064086	
SYNJ2BP	SYNJ2BP	0.042062998	
SEC24B	SEC24B	0.042040482	
KCNK13	KCNK13	0.042039283	
KLF7	KLF7	0.04203283	
API5	API5	0.04201461	
ZDHHC21	ZDHHC21	0.042002182	
DUSP11	DUSP11	0.041991983	
PLXNA3	PLXNA3	0.04197747	
JKAMP	JKAMP	0.04196994	
TRIM33	TRIM33	0.041938033	
STARD3	STARD3	0.041937955	
C14orf119	C14orf119	0.041911397	
ASAP2	ASAP2	0.041901495	
PTCD3	PTCD3	0.041888893	
ITM2A	ITM2A	0.04188409	
C17orf58	C17orf58	0.04187728	
C11orf45	C11orf45	0.041841235	
UBN2	UBN2	0.04179331	
JUND	JUND	0.041783698	
RIPK2	RIPK2	0.0417554	
EIF1AX	EIF1AX	0.04174742	
SF3A1	SF3A1	0.04173132	
FCMR	FCMR	0.041722894	
LINC02035	LINC02035	0.041702453	
APOBEC3H	APOBEC3H	0.04169387	
MYLPF	MYLPF	0.04166957	
NLK	NLK	0.041667625	
DOT1L	DOT1L	0.04166078	
TAPT1	TAPT1	0.041657828	
MON1B	MON1B	0.04165388	
ATG4B	ATG4B	0.041643698	
RRP12	RRP12	0.041636452	
ARL2BP	ARL2BP	0.041620355	
SDF2L1	SDF2L1	0.04160468	
NEMF	NEMF	0.04160396	
NFATC2IP	NFATC2IP	0.041601695	
FOXO3	FOXO3	0.041591566	
MIPEP	MIPEP	0.04158358	
IMP3	IMP3	0.041569483	
AC015660.3	AC015660.3	0.041564856	
INIP	INIP	0.04155492	
SERAC1	SERAC1	0.041534495	
ABR	ABR	0.041515596	
AC048341.1	AC048341.1	0.04150779	
MRPL35	MRPL35	0.04150763	
MTMR2	MTMR2	0.041500513	
ATP5PO	ATP5PO	0.041469447	
SPCS1	SPCS1	0.04146889	
FBXO4	FBXO4	0.041445956	
IFIT5	IFIT5	0.041414034	
RASA2	RASA2	0.041397378	
TIA1	TIA1	0.041391242	
SLC35A5	SLC35A5	0.041385476	
FXYD2	FXYD2	0.041384444	
GNA12	GNA12	0.04134581	
APLP2	APLP2	0.041323643	
VPS26B	VPS26B	0.041321598	
ABCA5	ABCA5	0.0413079	
CHST10	CHST10	0.041302547	
DMXL1	DMXL1	0.04128191	
PDIA3	PDIA3	0.0412424	
LINC01772	LINC01772	0.04123932	
DENND6A	DENND6A	0.041224755	
AC004951.1	AC004951.1	0.04122127	
ZNF736	ZNF736	0.04121138	
TBXAS1	TBXAS1	0.041146968	
SLC4A7	SLC4A7	0.04114219	
DNAJC2	DNAJC2	0.041142114	
RNLS	RNLS	0.041105982	
PRKRA	PRKRA	0.04110278	
TLE4	TLE4	0.041101586	
KANK3	KANK3	0.0410971	
TMED5	TMED5	0.041094463	
HIVEP3	HIVEP3	0.04108836	
COL6A2	COL6A2	0.041088287	
GPR68	GPR68	0.04108524	
MTMR6	MTMR6	0.04107755	
HMBOX1	HMBOX1	0.041070566	
GLYR1	GLYR1	0.04105932	
HBP1	HBP1	0.041038953	
SRP19	SRP19	0.041038144	
AMZ2	AMZ2	0.041017033	
RAB21	RAB21	0.04100964	
KCTD5	KCTD5	0.040974956	
VPS35L	VPS35L	0.040967375	
UBE2A	UBE2A	0.04093222	
YTHDF3	YTHDF3	0.040920917	
ATP8B4	ATP8B4	0.040920123	
UQCRFS1	UQCRFS1	0.04091249	
AP000695.2	AP000695.2	0.040911637	
SESN1	SESN1	0.040910635	
JRK	JRK	0.040901583	
PXDC1	PXDC1	0.040843144	
AP002807.1	AP002807.1	0.040841892	
AC009974.1	AC009974.1	0.040823366	
PAICS	PAICS	0.04081907	
FOXK1	FOXK1	0.040786542	
KAZN	KAZN	0.040771775	
MITF	MITF	0.040760733	
STYX	STYX	0.040746577	
PPM1F	PPM1F	0.040736612	
TRIM7	TRIM7	0.040728364	
BMT2	BMT2	0.04071831	
PSMD13	PSMD13	0.040690262	
DIRAS1	DIRAS1	0.040680658	
SS18	SS18	0.04067132	
RAP1A	RAP1A	0.040670708	
GMPS	GMPS	0.040670633	
TSC2	TSC2	0.040607188	
LPP	LPP	0.040594205	
NFYC	NFYC	0.04059101	
YKT6	YKT6	0.04058557	
USP47	USP47	0.040581338	
DEPP1	DEPP1	0.040566403	
COL22A1	COL22A1	0.04055162	
STAB1	STAB1	0.04054616	
CALCOCO1	CALCOCO1	0.04054137	
KCNMB1	KCNMB1	0.04053795	
MDH1	MDH1	0.04053419	
SNRK	SNRK	0.040527023	
CREBZF	CREBZF	0.04052657	
C11orf58	C11orf58	0.04052528	
SUPT20H	SUPT20H	0.04049967	
FGD5-AS1	FGD5-AS1	0.040495656	
CD109	CD109	0.040495615	
CUL4A	CUL4A	0.04049504	
ENTPD1	ENTPD1	0.040491804	
PHC3	PHC3	0.04047949	
C8orf59	C8orf59	0.040471036	
FAM215B	FAM215B	0.040466856	
TMEM87A	TMEM87A	0.0404485	
OAS3	OAS3	0.040436115	
TMEM120B	TMEM120B	0.040431112	
GIMAP2	GIMAP2	0.04041474	
SLC2A13	SLC2A13	0.040406715	
KLHL20	KLHL20	0.040381774	
STK11IP	STK11IP	0.040368363	
ACADM	ACADM	0.040347967	
CCDC154	CCDC154	0.040331006	
TOMM70	TOMM70	0.040322207	
SPTLC1	SPTLC1	0.04031631	
TSG101	TSG101	0.040293045	
OSBPL9	OSBPL9	0.040277105	
SH3PXD2A	SH3PXD2A	0.040264986	
MAST4	MAST4	0.040258486	
RNASEH2B	RNASEH2B	0.040213555	
SIGLEC10	SIGLEC10	0.04021035	
BCAS2	BCAS2	0.040174324	
UTP14C	UTP14C	0.0401507	
ALPK1	ALPK1	0.040142033	
SIPA1L2	SIPA1L2	0.040140953	
CUL4B	CUL4B	0.04012136	
ANKRA2	ANKRA2	0.040106814	
UFC1	UFC1	0.040102262	
ARFGAP1	ARFGAP1	0.040094838	
MRPL39	MRPL39	0.040090192	
GABARAPL1	GABARAPL1	0.04008988	
ZNF277	ZNF277	0.040087182	
MRPL30	MRPL30	0.04008123	
SFT2D2	SFT2D2	0.040066846	
DNAJC25	DNAJC25	0.04006403	
SECISBP2	SECISBP2	0.04005163	
RNF11	RNF11	0.040029723	
HRH2	HRH2	0.040026464	
BCL10	BCL10	0.03998204	
LMNB1	LMNB1	0.039970253	
SEC24D	SEC24D	0.039965127	
HSPB1	HSPB1	0.039921314	
CMTR2	CMTR2	0.03991499	
MAPK6	MAPK6	0.03991361	
ACSS1	ACSS1	0.039911155	
FAAP100	FAAP100	0.039895535	
PHACTR4	PHACTR4	0.03985468	
SUPT5H	SUPT5H	0.039845746	
HRK	HRK	0.03984437	
GALNT7	GALNT7	0.039821964	
HINT1	HINT1	0.03979884	
RBM46	RBM46	0.039794035	
ABHD3	ABHD3	0.039769895	
ATG12	ATG12	0.039766006	
OR6K3	OR6K3	0.03975361	
GALNT11	GALNT11	0.039738934	
KPNA6	KPNA6	0.039726403	
AC025580.2	AC025580.2	0.039724045	
HSD11B1	HSD11B1	0.03972005	
RPL18	RPL18	0.03970988	
PPARD	PPARD	0.039694965	
MARCH1	MARCH1	0.039676055	
HES4	HES4	0.03966733	
ANKRD28	ANKRD28	0.03964791	
SNX29	SNX29	0.03964682	
YEATS4	YEATS4	0.03964665	
EFCAB2	EFCAB2	0.039631672	
FDPS	FDPS	0.039620902	
KANSL3	KANSL3	0.03958235	
SPTAN1	SPTAN1	0.039573506	
ITM2C	ITM2C	0.039567526	
HSP90AB1	HSP90AB1	0.039557368	
NT5DC2	NT5DC2	0.03952953	
MMP9	MMP9	0.03951521	
PCGF5	PCGF5	0.039493542	
PIP4K2B	PIP4K2B	0.03947345	
PIK3C3	PIK3C3	0.039460342	
RBM27	RBM27	0.03945697	
AL031123.1	AL031123.1	0.03944859	
CHMP3	CHMP3	0.039423387	
EIF6	EIF6	0.039415505	
MAP2K3	MAP2K3	0.0394086	
SLC5A3	SLC5A3	0.03940591	
GSTM1	GSTM1	0.03931243	
GSK3B	GSK3B	0.03930242	
RAB3IL1	RAB3IL1	0.039281435	
ATXN2L	ATXN2L	0.039263148	
NEK4	NEK4	0.039262958	
YME1L1	YME1L1	0.039257985	
CHUK	CHUK	0.039248604	
MRPL1	MRPL1	0.039238315	
LMBRD2	LMBRD2	0.0392116	
CCL22	CCL22	0.03920661	
PDGFA	PDGFA	0.03920494	
PPP2R5E	PPP2R5E	0.039186165	
WDR41	WDR41	0.039181985	
UNC50	UNC50	0.039169956	
RLIM	RLIM	0.039148435	
WDR20	WDR20	0.03914289	
VCAN	VCAN	0.0391422	
SHB	SHB	0.03911349	
CFHR1	CFHR1	0.039111707	
RDH11	RDH11	0.039110567	
TARS	TARS	0.03910297	
ALG8	ALG8	0.039099276	
DDX3Y	DDX3Y	0.03908843	
BTN3A2	BTN3A2	0.03906781	
WDSUB1	WDSUB1	0.039065097	
RAPGEF1	RAPGEF1	0.039052438	
AC093627.4	AC093627.4	0.039028138	
TNFRSF10D	TNFRSF10D	0.039023127	
CNOT6	CNOT6	0.039017048	
HAAO	HAAO	0.039016355	
PDHX	PDHX	0.038999364	
MBNL3	MBNL3	0.038993765	
SLC45A3	SLC45A3	0.03899135	
ANKRD49	ANKRD49	0.038989734	
STAT2	STAT2	0.038974393	
POLR2D	POLR2D	0.03896789	
PUF60	PUF60	0.03894535	
H1F0	H1F0	0.03894131	
TRAF7	TRAF7	0.03893534	
ALYREF	ALYREF	0.038933687	
FAM3C	FAM3C	0.03892209	
FBXO11	FBXO11	0.03889716	
PCBD2	PCBD2	0.03888496	
CISD3	CISD3	0.038877223	
MRPL45	MRPL45	0.038853984	
TM9SF2	TM9SF2	0.038850054	
PIDD1	PIDD1	0.03884361	
NAA35	NAA35	0.03882721	
AASDHPPT	AASDHPPT	0.03880723	
CLEC10A	CLEC10A	0.03879323	
ARL5B	ARL5B	0.038785838	
EIF4G2	EIF4G2	0.03876127	
DHRS3	DHRS3	0.038761195	
IDH3A	IDH3A	0.038746536	
AC009948.1	AC009948.1	0.038746182	
ARHGAP21	ARHGAP21	0.03874515	
UBA5	UBA5	0.03870169	
UBL4A	UBL4A	0.03870153	
MBD3	MBD3	0.038684342	
ATP8B2	ATP8B2	0.03867637	
USP1	USP1	0.038672253	
FNTA	FNTA	0.038670234	
CREB1	CREB1	0.0386665	
TRIM46	TRIM46	0.03866568	
RALA	RALA	0.038659185	
NOSIP	NOSIP	0.03865869	
MTMR12	MTMR12	0.03864846	
ABCC5	ABCC5	0.03864739	
UNK	UNK	0.038640257	
RREB1	RREB1	0.03863023	
CTSO	CTSO	0.038617916	
EIF4E	EIF4E	0.038579818	
HSPA13	HSPA13	0.03856973	
RAB5A	RAB5A	0.03856833	
TMEM41B	TMEM41B	0.038527034	
CUL5	CUL5	0.038511585	
SPATS2	SPATS2	0.038494386	
KMT5B	KMT5B	0.038486503	
YIPF1	YIPF1	0.0384747	
FAM91A1	FAM91A1	0.03845858	
IL1RN	IL1RN	0.038455784	
PPP1R9B	PPP1R9B	0.038444474	
UXS1	UXS1	0.038443953	
RHOBTB3	RHOBTB3	0.03844381	
RAB27A	RAB27A	0.038425032	
LUC7L2	LUC7L2	0.03842458	
ERMP1	ERMP1	0.038413532	
CLTB	CLTB	0.038412154	
FBXO38	FBXO38	0.038408823	
IL1R1	IL1R1	0.03839622	
APOL2	APOL2	0.038360503	
MALT1	MALT1	0.038349543	
TSEN34	TSEN34	0.038332433	
AVEN	AVEN	0.038331795	
LINC01355	LINC01355	0.03832865	
SLC26A2	SLC26A2	0.038324997	
DENND4B	DENND4B	0.038321245	
RPLP2	RPLP2	0.03831896	
PSME3	PSME3	0.0383131	
TM2D2	TM2D2	0.038304355	
MPZL3	MPZL3	0.038300376	
DPM1	DPM1	0.038295712	
DNAJC1	DNAJC1	0.038283143	
PRPSAP2	PRPSAP2	0.03827587	
LY86-AS1	LY86-AS1	0.03827249	
DGCR2	DGCR2	0.038248546	
TIPARP	TIPARP	0.038240656	
PIGM	PIGM	0.038229436	
RNF170	RNF170	0.0382286	
DEPDC5	DEPDC5	0.038216334	
C4orf48	C4orf48	0.03818289	
L3MBTL4-AS1	L3MBTL4-AS1	0.03816586	
MFSD11	MFSD11	0.03816531	
RPS6	RPS6	0.038164515	
FUS	FUS	0.038160633	
LRRC8B	LRRC8B	0.038153753	
PUDP	PUDP	0.038127	
RETREG3	RETREG3	0.038126167	
MAZ	MAZ	0.038122162	
PPP3R1	PPP3R1	0.038112875	
PAFAH1B2	PAFAH1B2	0.03809223	
ZNF267	ZNF267	0.038090404	
DARS2	DARS2	0.03807849	
TBC1D22B	TBC1D22B	0.038075577	
GPR132	GPR132	0.03805823	
AL590683.1	AL590683.1	0.038035225	
CUL2	CUL2	0.038029425	
TBRG4	TBRG4	0.038026426	
UNKL	UNKL	0.03802133	
ATP5S	ATP5S	0.03801492	
CRY1	CRY1	0.037977923	
PIK3CB	PIK3CB	0.03797701	
MINDY3	MINDY3	0.03797337	
MYD88	MYD88	0.03795879	
FRMD8	FRMD8	0.03794198	
WDR45B	WDR45B	0.037923906	
PSME4	PSME4	0.037923325	
TMEM126B	TMEM126B	0.03790322	
ANAPC10	ANAPC10	0.03789878	
UNC5B-AS1	UNC5B-AS1	0.037892386	
TRPM7	TRPM7	0.03788001	
PLCG2	PLCG2	0.037872765	
CANT1	CANT1	0.03786392	
PAK1	PAK1	0.037831083	
PDCD6	PDCD6	0.037824575	
MRPL42	MRPL42	0.03782373	
MMS19	MMS19	0.03781424	
PAK1IP1	PAK1IP1	0.037800137	
TRIM24	TRIM24	0.037799984	
ANKDD1A	ANKDD1A	0.037799012	
ARHGEF10	ARHGEF10	0.037782405	
TTC9C	TTC9C	0.03776737	
TRAP1	TRAP1	0.037756603	
CYCS	CYCS	0.037737824	
CLCN6	CLCN6	0.037729442	
COP1	COP1	0.037720915	
SETD1B	SETD1B	0.037702937	
LILRA2	LILRA2	0.03768151	
MED14OS	MED14OS	0.037662517	
CTH	CTH	0.037657578	
AL121985.1	AL121985.1	0.03765631	
KYAT3	KYAT3	0.037642494	
SUGT1	SUGT1	0.037641846	
MT-ATP8	MT-ATP8	0.03764096	
GMPPA	GMPPA	0.037639778	
CRK	CRK	0.03763923	
MKLN1	MKLN1	0.03763012	
KAT7	KAT7	0.03762651	
RYBP	RYBP	0.037624963	
CTNS	CTNS	0.03762406	
TPBGL	TPBGL	0.037618566	
CNOT11	CNOT11	0.037614625	
CNOT9	CNOT9	0.03760464	
PMPCA	PMPCA	0.037590314	
KIDINS220	KIDINS220	0.037568945	
IGFBP7	IGFBP7	0.037566192	
PRPF38A	PRPF38A	0.037560772	
SEPSECS	SEPSECS	0.037533384	
PISD	PISD	0.037522916	
KLHL12	KLHL12	0.03752086	
ANAPC4	ANAPC4	0.037516937	
STK26	STK26	0.03751476	
TLNRD1	TLNRD1	0.03751164	
DEGS1	DEGS1	0.03750139	
TUBA1C	TUBA1C	0.03749523	
TMEM97	TMEM97	0.037492294	
RPS6KA5	RPS6KA5	0.037475828	
MT-ND4	MT-ND4	0.03743202	
PTCRA	PTCRA	0.037426066	
CRYBB2	CRYBB2	0.03741001	
SGPP1	SGPP1	0.037393317	
SLC39A8	SLC39A8	0.037384298	
ARRDC3	ARRDC3	0.037370328	
SLC15A3	SLC15A3	0.03736823	
PIK3CD	PIK3CD	0.037366066	
DDX5	DDX5	0.037363466	
CCNA1	CCNA1	0.037358366	
PPARGC1B	PPARGC1B	0.037324354	
BICD1	BICD1	0.037255052	
GTDC1	GTDC1	0.037245657	
USP39	USP39	0.037217807	
C2CD5	C2CD5	0.03718277	
LINC01127	LINC01127	0.03717	
RBM12B	RBM12B	0.03716221	
SLAIN2	SLAIN2	0.037146468	
MARCH8	MARCH8	0.037140157	
SLC39A9	SLC39A9	0.037129194	
TOM1	TOM1	0.03710855	
TYW3	TYW3	0.037101142	
LINC01480	LINC01480	0.037088946	
ITPRIP	ITPRIP	0.03708733	
SPIN1	SPIN1	0.037086092	
TUBE1	TUBE1	0.037066434	
MBOAT7	MBOAT7	0.037065823	
SPRYD7	SPRYD7	0.037062634	
HOMER1	HOMER1	0.03705357	
SPIN4	SPIN4	0.03705038	
KRT78	KRT78	0.037044797	
SSR4	SSR4	0.03703496	
TBL1XR1	TBL1XR1	0.037010282	
SLK	SLK	0.03699526	
NOTCH3	NOTCH3	0.036988582	
ZNF219	ZNF219	0.03698763	
DRAM2	DRAM2	0.036976207	
DDIAS	DDIAS	0.03696841	
MLH1	MLH1	0.0369526	
DDX39B	DDX39B	0.036941662	
STRADA	STRADA	0.036927324	
TIAM1	TIAM1	0.036922466	
CTTNBP2	CTTNBP2	0.03692117	
SEC23IP	SEC23IP	0.036920216	
RAD51C	RAD51C	0.0368944	
BLCAP	BLCAP	0.036892302	
TEP1	TEP1	0.03689109	
GSTZ1	GSTZ1	0.036870778	
VAMP7	VAMP7	0.036863834	
PDSS2	PDSS2	0.036860988	
ZDHHC24	ZDHHC24	0.036830965	
ZNF451	ZNF451	0.036811452	
RNF6	RNF6	0.036801584	
PPP4R3A	PPP4R3A	0.036799077	
KLHDC10	KLHDC10	0.03677296	
SLC30A9	SLC30A9	0.03676605	
SPAG9	SPAG9	0.036744032	
SETD9	SETD9	0.036738757	
PJA2	PJA2	0.03673541	
ENTPD4	ENTPD4	0.036728747	
C5AR2	C5AR2	0.036697034	
ZDHHC14	ZDHHC14	0.036681525	
NBEAL1	NBEAL1	0.036660843	
RAB3GAP2	RAB3GAP2	0.03664133	
ITGB3BP	ITGB3BP	0.036630772	
CHSY1	CHSY1	0.036621112	
DTNB	DTNB	0.03661486	
NNT-AS1	NNT-AS1	0.036598343	
TMEM104	TMEM104	0.036557373	
MAG	MAG	0.036515743	
AC007388.1	AC007388.1	0.03651557	
C11orf54	C11orf54	0.036514223	
AHDC1	AHDC1	0.036494594	
KLHDC2	KLHDC2	0.03649259	
INPP5F	INPP5F	0.036478534	
TCEAL3	TCEAL3	0.03647704	
HSPE1	HSPE1	0.036466587	
AC010976.2	AC010976.2	0.03641064	
IL6R	IL6R	0.03640412	
TRAPPC6B	TRAPPC6B	0.036403097	
IPO13	IPO13	0.036363374	
PRR11	PRR11	0.03634613	
RNPC3	RNPC3	0.036331993	
CCT6B	CCT6B	0.036327723	
AC092718.6	AC092718.6	0.036299992	
VPS26A	VPS26A	0.03629627	
ALS2	ALS2	0.03629336	
SOWAHC	SOWAHC	0.036288776	
IFI16	IFI16	0.03627806	
VPS45	VPS45	0.036226287	
UGDH	UGDH	0.036222685	
DVL2	DVL2	0.03621925	
AC026401.3	AC026401.3	0.03621105	
UBAP2L	UBAP2L	0.036209106	
RPL32	RPL32	0.03619768	
DCAF10	DCAF10	0.036197357	
HS2ST1	HS2ST1	0.036181066	
UBE2W	UBE2W	0.036177088	
CLPTM1L	CLPTM1L	0.036149167	
NHLRC3	NHLRC3	0.036142122	
GPAT2	GPAT2	0.036139403	
DLST	DLST	0.036086816	
INTS1	INTS1	0.036083482	
BCL7A	BCL7A	0.036073014	
ANKRD10	ANKRD10	0.03606711	
GPR150	GPR150	0.035999127	
DUSP7	DUSP7	0.035969876	
CLEC12B	CLEC12B	0.035960007	
ERN1	ERN1	0.035952814	
FPGS	FPGS	0.0359516	
TMEM62	TMEM62	0.035941977	
VNN2	VNN2	0.03593933	
MRPL52	MRPL52	0.035938185	
NMT2	NMT2	0.035936613	
CBR1	CBR1	0.03592921	
ADAM17	ADAM17	0.035927124	
SSPN	SSPN	0.035917312	
EPB41L3	EPB41L3	0.03589523	
MPC2	MPC2	0.03589404	
METTL8	METTL8	0.03587387	
FRAT2	FRAT2	0.0358521	
ZNF865	ZNF865	0.035847764	
AP001330.5	AP001330.5	0.03582831	
SBF2-AS1	SBF2-AS1	0.035824504	
TGIF2	TGIF2	0.03582252	
ECD	ECD	0.03582158	
FCER1A	FCER1A	0.03580424	
GTF3C3	GTF3C3	0.03579183	
ATF6B	ATF6B	0.035787642	
NFIL3	NFIL3	0.035787404	
ARAF	ARAF	0.035775837	
DTWD2	DTWD2	0.035773546	
CDK5	CDK5	0.03577057	
SLC38A7	SLC38A7	0.03576872	
ARIH1	ARIH1	0.035757296	
RAP1GDS1	RAP1GDS1	0.035756096	
ATP5MG	ATP5MG	0.03574547	
CTNNAL1	CTNNAL1	0.03574027	
INTS14	INTS14	0.035738807	
AC004233.3	AC004233.3	0.03573649	
ANKRD13C	ANKRD13C	0.03573459	
NLRP3	NLRP3	0.035723623	
ICOSLG	ICOSLG	0.035704847	
WBP11	WBP11	0.03569894	
HELZ	HELZ	0.03569335	
SLC22A18	SLC22A18	0.035687335	
HECA	HECA	0.03568431	
ATG5	ATG5	0.035678625	
FAM20B	FAM20B	0.035678487	
AMPD3	AMPD3	0.035676982	
NFKB2	NFKB2	0.03564367	
HAUS1	HAUS1	0.035630576	
CCDC9B	CCDC9B	0.035616852	
VIM-AS1	VIM-AS1	0.035608903	
CRKL	CRKL	0.035588015	
AC093627.6	AC093627.6	0.03558418	
ARID5A	ARID5A	0.03558206	
NEMP1	NEMP1	0.03554965	
DGKE	DGKE	0.03550474	
MAPKAP1	MAPKAP1	0.035490926	
CREBRF	CREBRF	0.035488553	
FXYD6	FXYD6	0.035479423	
XPO4	XPO4	0.035472993	
RNF114	RNF114	0.03547074	
CTRB2	CTRB2	0.035460375	
DCAF16	DCAF16	0.035455663	
HIGD2A	HIGD2A	0.03544145	
COL18A1	COL18A1	0.03543176	
RBP1	RBP1	0.035406128	
COX16	COX16	0.035395868	
FAM43A	FAM43A	0.03537676	
TTC38	TTC38	0.035376605	
SMN1	SMN1	0.035366107	
RPL6	RPL6	0.035365995	
KDM1B	KDM1B	0.03535214	
ZNF516	ZNF516	0.03533116	
SLC25A16	SLC25A16	0.035319813	
NOP9	NOP9	0.035265762	
FMNL3	FMNL3	0.03525796	
IMMP1L	IMMP1L	0.03525193	
MANEA	MANEA	0.035246227	
FXR1	FXR1	0.035242632	
BCL2L2	BCL2L2	0.035242524	
SENP3	SENP3	0.035236575	
PSMG2	PSMG2	0.035234325	
INPP5B	INPP5B	0.035233125	
ASPHD1	ASPHD1	0.03522584	
KHDC4	KHDC4	0.035214186	
XPC	XPC	0.035207156	
INTS10	INTS10	0.03518226	
IBA57	IBA57	0.03517515	
SS18L2	SS18L2	0.035163138	
TCTEX1D1	TCTEX1D1	0.035160955	
DNAJC5	DNAJC5	0.03516081	
BZW2	BZW2	0.035131913	
ZNF496	ZNF496	0.035130624	
SNAI3	SNAI3	0.035101518	
CRIP2	CRIP2	0.0350978	
ADAMDEC1	ADAMDEC1	0.03506614	
SOX13	SOX13	0.035062216	
TSPAN14	TSPAN14	0.035027906	
CLN6	CLN6	0.035016343	
MMEL1	MMEL1	0.03497013	
PANK2	PANK2	0.03496394	
SPON2	SPON2	0.034963515	
THOC7	THOC7	0.034954015	
REX1BD	REX1BD	0.034951627	
MAGEF1	MAGEF1	0.034933414	
CLEC2D	CLEC2D	0.034928344	
LINC00607	LINC00607	0.034926493	
UEVLD	UEVLD	0.03492644	
MPP1	MPP1	0.03491712	
ZDHHC6	ZDHHC6	0.034916054	
LACTB	LACTB	0.03491178	
SLC25A34	SLC25A34	0.03488993	
RAB22A	RAB22A	0.034878742	
GMCL1	GMCL1	0.034875497	
CHEK2	CHEK2	0.03487471	
QRSL1	QRSL1	0.034858264	
GNL3	GNL3	0.034851592	
TAP1	TAP1	0.034839433	
SERPINF2	SERPINF2	0.03483504	
ATAD2B	ATAD2B	0.034834873	
GPR183	GPR183	0.034827128	
RELB	RELB	0.034817927	
SLC16A8	SLC16A8	0.03480311	
PTPRO	PTPRO	0.034800082	
ABCB7	ABCB7	0.03479169	
PPHLN1	PPHLN1	0.034782033	
MRPL3	MRPL3	0.03477593	
C7orf50	C7orf50	0.034775756	
NDUFAF5	NDUFAF5	0.0347738	
PPP1R15B	PPP1R15B	0.03477125	
WBP1L	WBP1L	0.03475076	
HDHD5	HDHD5	0.0347323	
CCDC122	CCDC122	0.034729704	
ARHGAP4	ARHGAP4	0.034725286	
CYTIP	CYTIP	0.034713786	
SLC2A1	SLC2A1	0.034693006	
MYOF	MYOF	0.034668855	
PCNX2	PCNX2	0.034667935	
ANGPTL6	ANGPTL6	0.034656905	
LSR	LSR	0.03464658	
COPG1	COPG1	0.03464297	
ITGB2-AS1	ITGB2-AS1	0.0346271	
ATG4A	ATG4A	0.0345979	
MANBA	MANBA	0.034584906	
SDHB	SDHB	0.03458352	
MAOB	MAOB	0.034561764	
YARS	YARS	0.034545787	
ARF4	ARF4	0.034537688	
WSB1	WSB1	0.034536492	
GNG7	GNG7	0.03450957	
FXR2	FXR2	0.03450104	
NLRC4	NLRC4	0.034490734	
C1S	C1S	0.034473557	
TMF1	TMF1	0.034470297	
B4GALNT3	B4GALNT3	0.034468904	
CEPT1	CEPT1	0.03446296	
ZNHIT1	ZNHIT1	0.034445956	
AC004990.1	AC004990.1	0.034444634	
AC145207.5	AC145207.5	0.03443852	
ZBED3-AS1	ZBED3-AS1	0.034403518	
BABAM2	BABAM2	0.034386106	
G3BP2	G3BP2	0.034382857	
VWF	VWF	0.03437427	
AC018647.2	AC018647.2	0.034369003	
AC018529.1	AC018529.1	0.034368407	
FXN	FXN	0.034355436	
FAM219A	FAM219A	0.034354094	
PARP11	PARP11	0.03431362	
PIP4K2C	PIP4K2C	0.03427154	
GIGYF1	GIGYF1	0.034261804	
RBM12	RBM12	0.034251224	
MAPRE1	MAPRE1	0.034247883	
KLF16	KLF16	0.034239434	
PRKCE	PRKCE	0.03423185	
CCDC71L	CCDC71L	0.034215767	
OAF	OAF	0.03421537	
AC124798.1	AC124798.1	0.03420557	
CCDC58	CCDC58	0.0341704	
VTA1	VTA1	0.034167625	
MED17	MED17	0.034166593	
P2RY2	P2RY2	0.034144975	
MUC20	MUC20	0.034144264	
TNFRSF10A	TNFRSF10A	0.034135718	
RHBDD1	RHBDD1	0.034116585	
SUPV3L1	SUPV3L1	0.034114987	
TANK	TANK	0.034105327	
NT5C2	NT5C2	0.034103643	
NPHP3	NPHP3	0.034083508	
KDM3A	KDM3A	0.03405612	
RCN2	RCN2	0.034045655	
TRAPPC13	TRAPPC13	0.034039862	
MPZL1	MPZL1	0.034018446	
TIMM21	TIMM21	0.034003384	
TESPA1	TESPA1	0.034002747	
ZFAND1	ZFAND1	0.033995807	
WASHC5	WASHC5	0.03397512	
NOL3	NOL3	0.03396377	
SETD7	SETD7	0.033948954	
SFXN2	SFXN2	0.03394567	
CCDC43	CCDC43	0.03392734	
TATDN2	TATDN2	0.033914454	
KLHL9	KLHL9	0.033912722	
GPR89B	GPR89B	0.033902403	
PACRGL	PACRGL	0.033867333	
MICB	MICB	0.033866998	
LONP1	LONP1	0.03386237	
RANBP6	RANBP6	0.03386118	
PLXNA1	PLXNA1	0.03383353	
FECH	FECH	0.0338327	
MFSD14B	MFSD14B	0.033827852	
MRPL13	MRPL13	0.03382661	
